id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
6285,91152,Middle,64,"Old Age",2,"Less than College",2,Buick,4,"South Atlantic",132345,1,Sony
6286,54224,"Below Minimum",32,"Middle Age",0,"Less than High School",19,Toyota,5,"East South Central",500000,0,Acer
6287,28055,"Below Minimum",74,"Old Age",4,Postgraduate,15,Mitsubishi,6,"West South Central",361152,0,Acer
6288,111961,High,64,"Old Age",1,"High School",12,Lincoln,1,Mid-Atlantic,203020,1,Sony
6289,20000,"Below Minimum",39,"Middle Age",3,College,2,Buick,0,"New England",248387,1,Sony
6290,106599,High,71,"Old Age",0,"Less than High School",19,Toyota,0,"New England",479564,1,Sony
6291,117163,High,58,"Old Age",4,Postgraduate,11,Kia,4,"South Atlantic",407939,0,Acer
6292,87182,Middle,47,"Old Age",2,"Less than College",18,Subaru,3,"West North Central",18849,0,Acer
6293,35657,"Below Minimum",69,"Old Age",4,Postgraduate,15,Mitsubishi,5,"East South Central",146413,0,Acer
6294,74132,Minimum,64,"Old Age",2,"Less than College",10,Jeep,3,"West North Central",48777,1,Sony
6295,130201,High,34,"Middle Age",3,College,15,Mitsubishi,8,Pacific,277083,1,Sony
6296,77895,Minimum,32,"Middle Age",2,"Less than College",4,Chevrolet,3,"West North Central",337919,0,Acer
6297,60293,"Below Minimum",37,"Middle Age",2,"Less than College",15,Mitsubishi,7,Mountain,218302,0,Acer
6298,149994,High,26,"Young Adult",2,"Less than College",1,BMW,4,"South Atlantic",144667,1,Sony
6299,56961,"Below Minimum",34,"Middle Age",3,College,8,Honda,4,"South Atlantic",188091,0,Acer
6300,77227,Minimum,45,"Middle Age",2,"Less than College",17,Ram,2,"East North Central",38267,1,Sony
6301,89232,Middle,40,"Middle Age",2,"Less than College",20,Others,2,"East North Central",416470,0,Acer
6302,53208,"Below Minimum",29,"Young Adult",0,"Less than High School",13,Mazda,8,Pacific,213289,0,Acer
6303,97773,Middle,42,"Middle Age",2,"Less than College",9,Hyundai,6,"West South Central",362756,0,Acer
6304,90703,Middle,22,"Young Adult",4,Postgraduate,5,Chrysler,2,"East North Central",279560,0,Acer
6305,50675,"Below Minimum",37,"Middle Age",2,"Less than College",4,Chevrolet,3,"West North Central",169888,1,Sony
6306,77751,Minimum,47,"Old Age",0,"Less than High School",3,Cadillac,0,"New England",206194,0,Acer
6307,107517,High,80,"Old Age",4,Postgraduate,10,Jeep,6,"West South Central",60671,1,Sony
6308,61423,"Below Minimum",50,"Old Age",2,"Less than College",4,Chevrolet,6,"West South Central",288827,1,Sony
6309,54982,"Below Minimum",75,"Old Age",3,College,1,BMW,5,"East South Central",373459,0,Acer
6310,127002,High,29,"Young Adult",4,Postgraduate,12,Lincoln,3,"West North Central",293004,1,Sony
6311,93307,Middle,69,"Old Age",0,"Less than High School",7,Ford,1,Mid-Atlantic,78852,1,Sony
6312,41925,"Below Minimum",58,"Old Age",2,"Less than College",10,Jeep,2,"East North Central",269521,1,Sony
6313,93819,Middle,60,"Old Age",2,"Less than College",19,Toyota,7,Mountain,425601,0,Acer
6314,52989,"Below Minimum",25,"Young Adult",0,"Less than High School",11,Kia,8,Pacific,256936,0,Acer
6315,20000,"Below Minimum",21,"Young Adult",3,College,11,Kia,3,"West North Central",232495,1,Sony
6316,115117,High,73,"Old Age",1,"High School",6,Dodge,6,"West South Central",387795,1,Sony
6317,59317,"Below Minimum",54,"Old Age",4,Postgraduate,10,Jeep,8,Pacific,289971,1,Sony
6318,107619,High,35,"Middle Age",2,"Less than College",6,Dodge,8,Pacific,280648,1,Sony
6319,59441,"Below Minimum",35,"Middle Age",1,"High School",18,Subaru,8,Pacific,281188,0,Acer
6320,20000,"Below Minimum",72,"Old Age",3,College,14,"Mercedes Benz",4,"South Atlantic",454031,1,Sony
6321,83654,Middle,42,"Middle Age",3,College,7,Ford,2,"East North Central",253765,0,Acer
6322,45249,"Below Minimum",76,"Old Age",1,"High School",19,Toyota,7,Mountain,63748,0,Acer
6323,78903,Minimum,62,"Old Age",3,College,1,BMW,4,"South Atlantic",485068,1,Sony
6324,88975,Middle,38,"Middle Age",2,"Less than College",6,Dodge,6,"West South Central",100079,0,Acer
6325,28287,"Below Minimum",30,"Middle Age",1,"High School",5,Chrysler,4,"South Atlantic",142254,1,Sony
6326,118267,High,78,"Old Age",0,"Less than High School",3,Cadillac,3,"West North Central",429727,1,Sony
6327,45368,"Below Minimum",39,"Middle Age",0,"Less than High School",4,Chevrolet,7,Mountain,42383,0,Acer
6328,85090,Middle,72,"Old Age",1,"High School",8,Honda,5,"East South Central",481529,1,Sony
6329,73934,Minimum,24,"Young Adult",0,"Less than High School",20,Others,4,"South Atlantic",126400,0,Acer
6330,142732,High,49,"Old Age",1,"High School",20,Others,6,"West South Central",211687,1,Sony
6331,37203,"Below Minimum",29,"Young Adult",3,College,8,Honda,6,"West South Central",193721,1,Sony
6332,35337,"Below Minimum",32,"Middle Age",1,"High School",5,Chrysler,0,"New England",375222,1,Sony
6333,132828,High,38,"Middle Age",2,"Less than College",8,Honda,4,"South Atlantic",273772,1,Sony
6334,121100,High,28,"Young Adult",2,"Less than College",4,Chevrolet,0,"New England",284585,1,Sony
6335,134871,High,58,"Old Age",3,College,8,Honda,0,"New England",400323,1,Sony
6336,134530,High,71,"Old Age",2,"Less than College",13,Mazda,3,"West North Central",312984,1,Sony
6337,108463,High,45,"Middle Age",2,"Less than College",6,Dodge,4,"South Atlantic",87968,0,Acer
6338,133413,High,42,"Middle Age",1,"High School",15,Mitsubishi,6,"West South Central",12841,1,Sony
6339,49104,"Below Minimum",62,"Old Age",1,"High School",17,Ram,2,"East North Central",246223,0,Acer
6340,112215,High,58,"Old Age",2,"Less than College",6,Dodge,6,"West South Central",43642,0,Acer
6341,121132,High,71,"Old Age",0,"Less than High School",19,Toyota,2,"East North Central",0,1,Sony
6342,89706,Middle,38,"Middle Age",0,"Less than High School",8,Honda,2,"East North Central",253841,0,Acer
6343,135594,High,69,"Old Age",1,"High School",15,Mitsubishi,8,Pacific,41472,1,Sony
6344,131823,High,72,"Old Age",0,"Less than High School",8,Honda,5,"East South Central",14619,1,Sony
6345,81197,Middle,65,"Old Age",2,"Less than College",18,Subaru,6,"West South Central",329982,1,Sony
6346,67010,Minimum,59,"Old Age",4,Postgraduate,6,Dodge,1,Mid-Atlantic,340267,0,Acer
6347,40572,"Below Minimum",27,"Young Adult",2,"Less than College",15,Mitsubishi,8,Pacific,0,1,Sony
6348,130912,High,20,"Young Adult",1,"High School",13,Mazda,3,"West North Central",80025,1,Sony
6349,67876,Minimum,38,"Middle Age",3,College,15,Mitsubishi,1,Mid-Atlantic,443927,1,Sony
6350,68616,Minimum,54,"Old Age",1,"High School",18,Subaru,8,Pacific,430840,1,Sony
6351,64567,Minimum,29,"Young Adult",2,"Less than College",12,Lincoln,6,"West South Central",199977,0,Acer
6352,74453,Minimum,77,"Old Age",1,"High School",14,"Mercedes Benz",7,Mountain,153134,1,Sony
6353,27627,"Below Minimum",59,"Old Age",1,"High School",18,Subaru,2,"East North Central",151582,1,Sony
6354,76595,Minimum,49,"Old Age",1,"High School",14,"Mercedes Benz",8,Pacific,399606,1,Sony
6355,136758,High,52,"Old Age",1,"High School",10,Jeep,0,"New England",97533,1,Sony
6356,79617,Minimum,31,"Middle Age",4,Postgraduate,4,Chevrolet,6,"West South Central",229205,0,Acer
6357,54566,"Below Minimum",69,"Old Age",3,College,9,Hyundai,5,"East South Central",12162,0,Acer
6358,112071,High,32,"Middle Age",0,"Less than High School",20,Others,2,"East North Central",38341,1,Sony
6359,91717,Middle,68,"Old Age",3,College,17,Ram,8,Pacific,116474,1,Sony
6360,93508,Middle,44,"Middle Age",4,Postgraduate,16,Nissan,6,"West South Central",123589,0,Acer
6361,20000,"Below Minimum",26,"Young Adult",3,College,8,Honda,7,Mountain,379230,1,Sony
6362,25339,"Below Minimum",72,"Old Age",1,"High School",10,Jeep,3,"West North Central",412397,0,Acer
6363,150000,High,75,"Old Age",0,"Less than High School",4,Chevrolet,7,Mountain,467973,1,Sony
6364,27215,"Below Minimum",37,"Middle Age",3,College,14,"Mercedes Benz",0,"New England",436280,1,Sony
6365,122045,High,21,"Young Adult",3,College,18,Subaru,8,Pacific,93082,1,Sony
6366,150000,High,27,"Young Adult",4,Postgraduate,6,Dodge,5,"East South Central",424680,1,Sony
6367,86868,Middle,24,"Young Adult",0,"Less than High School",10,Jeep,8,Pacific,243534,0,Acer
6368,20346,"Below Minimum",80,"Old Age",3,College,17,Ram,7,Mountain,393347,0,Acer
6369,133901,High,60,"Old Age",2,"Less than College",20,Others,3,"West North Central",443385,1,Sony
6370,63525,"Below Minimum",53,"Old Age",3,College,17,Ram,6,"West South Central",299121,1,Sony
6371,47907,"Below Minimum",73,"Old Age",4,Postgraduate,10,Jeep,4,"South Atlantic",137118,0,Acer
6372,57020,"Below Minimum",28,"Young Adult",4,Postgraduate,15,Mitsubishi,3,"West North Central",138337,0,Acer
6373,113280,High,48,"Old Age",4,Postgraduate,16,Nissan,4,"South Atlantic",42642,0,Acer
6374,116073,High,24,"Young Adult",4,Postgraduate,14,"Mercedes Benz",8,Pacific,320845,1,Sony
6375,33236,"Below Minimum",74,"Old Age",3,College,5,Chrysler,6,"West South Central",266936,0,Acer
6376,87317,Middle,36,"Middle Age",1,"High School",8,Honda,4,"South Atlantic",263353,0,Acer
6377,39839,"Below Minimum",24,"Young Adult",1,"High School",17,Ram,3,"West North Central",418277,1,Sony
6378,105258,High,40,"Middle Age",3,College,11,Kia,8,Pacific,5709,0,Acer
6379,102602,High,20,"Young Adult",2,"Less than College",10,Jeep,7,Mountain,99231,1,Sony
6380,137191,High,51,"Old Age",2,"Less than College",6,Dodge,2,"East North Central",440001,1,Sony
6381,80009,Middle,67,"Old Age",0,"Less than High School",15,Mitsubishi,2,"East North Central",314986,1,Sony
6382,129123,High,43,"Middle Age",4,Postgraduate,16,Nissan,5,"East South Central",72222,1,Sony
6383,117895,High,50,"Old Age",0,"Less than High School",20,Others,5,"East South Central",458759,0,Acer
6384,81834,Middle,23,"Young Adult",4,Postgraduate,20,Others,5,"East South Central",123820,0,Acer
6385,110567,High,55,"Old Age",2,"Less than College",18,Subaru,0,"New England",355099,0,Acer
6386,76551,Minimum,30,"Middle Age",3,College,15,Mitsubishi,3,"West North Central",486229,0,Acer
6387,29185,"Below Minimum",22,"Young Adult",3,College,1,BMW,3,"West North Central",75922,1,Sony
6388,55045,"Below Minimum",20,"Young Adult",2,"Less than College",7,Ford,8,Pacific,316475,0,Acer
6389,104542,High,31,"Middle Age",0,"Less than High School",13,Mazda,0,"New England",388643,1,Sony
6390,83026,Middle,69,"Old Age",0,"Less than High School",19,Toyota,1,Mid-Atlantic,68334,1,Sony
6391,55085,"Below Minimum",80,"Old Age",1,"High School",16,Nissan,3,"West North Central",115989,0,Acer
6392,27097,"Below Minimum",38,"Middle Age",1,"High School",16,Nissan,2,"East North Central",338341,1,Sony
6393,116604,High,25,"Young Adult",3,College,2,Buick,4,"South Atlantic",352383,1,Sony
6394,38568,"Below Minimum",20,"Young Adult",4,Postgraduate,18,Subaru,7,Mountain,4562,1,Sony
6395,64724,Minimum,23,"Young Adult",3,College,13,Mazda,8,Pacific,61396,0,Acer
6396,144013,High,55,"Old Age",1,"High School",9,Hyundai,1,Mid-Atlantic,96365,1,Sony
6397,111267,High,65,"Old Age",2,"Less than College",2,Buick,7,Mountain,385366,1,Sony
6398,136857,High,36,"Middle Age",4,Postgraduate,15,Mitsubishi,2,"East North Central",321930,1,Sony
6399,148749,High,42,"Middle Age",1,"High School",9,Hyundai,5,"East South Central",51513,1,Sony
6400,73937,Minimum,62,"Old Age",2,"Less than College",8,Honda,1,Mid-Atlantic,402978,0,Acer
6401,118812,High,33,"Middle Age",1,"High School",5,Chrysler,3,"West North Central",287144,1,Sony
6402,37299,"Below Minimum",48,"Old Age",3,College,1,BMW,3,"West North Central",361680,1,Sony
6403,109823,High,22,"Young Adult",0,"Less than High School",9,Hyundai,1,Mid-Atlantic,345545,1,Sony
6404,144987,High,34,"Middle Age",3,College,8,Honda,0,"New England",384399,1,Sony
6405,97163,Middle,43,"Middle Age",2,"Less than College",5,Chrysler,6,"West South Central",465529,0,Acer
6406,131879,High,67,"Old Age",1,"High School",4,Chevrolet,7,Mountain,153709,1,Sony
6407,64228,Minimum,47,"Old Age",1,"High School",3,Cadillac,5,"East South Central",367574,1,Sony
6408,113537,High,40,"Middle Age",3,College,10,Jeep,6,"West South Central",424539,0,Acer
6409,77523,Minimum,56,"Old Age",0,"Less than High School",14,"Mercedes Benz",0,"New England",366866,0,Acer
6410,133005,High,50,"Old Age",0,"Less than High School",15,Mitsubishi,5,"East South Central",231793,1,Sony
6411,89260,Middle,53,"Old Age",4,Postgraduate,15,Mitsubishi,6,"West South Central",298002,0,Acer
6412,63799,"Below Minimum",64,"Old Age",1,"High School",10,Jeep,4,"South Atlantic",262927,0,Acer
6413,105975,High,34,"Middle Age",2,"Less than College",9,Hyundai,1,Mid-Atlantic,405752,1,Sony
6414,48491,"Below Minimum",35,"Middle Age",0,"Less than High School",2,Buick,2,"East North Central",259975,1,Sony
6415,20000,"Below Minimum",42,"Middle Age",0,"Less than High School",9,Hyundai,4,"South Atlantic",250380,1,Sony
6416,109688,High,23,"Young Adult",1,"High School",7,Ford,3,"West North Central",457770,1,Sony
6417,128146,High,41,"Middle Age",3,College,9,Hyundai,5,"East South Central",80526,1,Sony
6418,41801,"Below Minimum",59,"Old Age",1,"High School",8,Honda,0,"New England",141170,1,Sony
6419,61770,"Below Minimum",35,"Middle Age",3,College,7,Ford,3,"West North Central",186977,0,Acer
6420,80023,Middle,31,"Middle Age",0,"Less than High School",3,Cadillac,5,"East South Central",434159,0,Acer
6421,83386,Middle,58,"Old Age",2,"Less than College",10,Jeep,6,"West South Central",195035,1,Sony
6422,23608,"Below Minimum",53,"Old Age",4,Postgraduate,1,BMW,6,"West South Central",97846,1,Sony
6423,96214,Middle,33,"Middle Age",3,College,16,Nissan,3,"West North Central",248642,1,Sony
6424,89168,Middle,74,"Old Age",2,"Less than College",5,Chrysler,1,Mid-Atlantic,56780,1,Sony
6425,21866,"Below Minimum",37,"Middle Age",1,"High School",14,"Mercedes Benz",3,"West North Central",335055,1,Sony
6426,113314,High,50,"Old Age",3,College,6,Dodge,1,Mid-Atlantic,474861,0,Acer
6427,97452,Middle,40,"Middle Age",2,"Less than College",2,Buick,8,Pacific,177271,1,Sony
6428,148475,High,53,"Old Age",2,"Less than College",4,Chevrolet,7,Mountain,175308,1,Sony
6429,27953,"Below Minimum",39,"Middle Age",1,"High School",6,Dodge,3,"West North Central",241653,1,Sony
6430,94502,Middle,71,"Old Age",0,"Less than High School",6,Dodge,4,"South Atlantic",468110,1,Sony
6431,25661,"Below Minimum",60,"Old Age",3,College,20,Others,1,Mid-Atlantic,35461,0,Acer
6432,49985,"Below Minimum",44,"Middle Age",3,College,15,Mitsubishi,6,"West South Central",17416,1,Sony
6433,56139,"Below Minimum",68,"Old Age",3,College,16,Nissan,3,"West North Central",194520,0,Acer
6434,79991,Minimum,38,"Middle Age",0,"Less than High School",17,Ram,7,Mountain,466514,0,Acer
6435,84589,Middle,27,"Young Adult",3,College,16,Nissan,0,"New England",25708,0,Acer
6436,64927,Minimum,40,"Middle Age",2,"Less than College",20,Others,1,Mid-Atlantic,168703,0,Acer
6437,57975,"Below Minimum",21,"Young Adult",0,"Less than High School",6,Dodge,4,"South Atlantic",68269,0,Acer
6438,50118,"Below Minimum",47,"Old Age",0,"Less than High School",6,Dodge,0,"New England",393081,1,Sony
6439,137576,High,50,"Old Age",4,Postgraduate,15,Mitsubishi,3,"West North Central",2000,1,Sony
6440,45731,"Below Minimum",22,"Young Adult",0,"Less than High School",8,Honda,4,"South Atlantic",262290,1,Sony
6441,145572,High,36,"Middle Age",1,"High School",5,Chrysler,7,Mountain,4450,1,Sony
6442,72639,Minimum,60,"Old Age",2,"Less than College",7,Ford,5,"East South Central",97657,0,Acer
6443,64058,Minimum,42,"Middle Age",0,"Less than High School",6,Dodge,6,"West South Central",79521,1,Sony
6444,72209,Minimum,69,"Old Age",2,"Less than College",10,Jeep,2,"East North Central",459449,0,Acer
6445,53621,"Below Minimum",36,"Middle Age",2,"Less than College",19,Toyota,7,Mountain,235677,1,Sony
6446,85044,Middle,78,"Old Age",1,"High School",19,Toyota,6,"West South Central",290635,1,Sony
6447,136849,High,44,"Middle Age",1,"High School",10,Jeep,7,Mountain,38626,1,Sony
6448,51503,"Below Minimum",70,"Old Age",4,Postgraduate,4,Chevrolet,8,Pacific,367828,0,Acer
6449,95271,Middle,28,"Young Adult",0,"Less than High School",19,Toyota,0,"New England",211755,0,Acer
6450,20000,"Below Minimum",63,"Old Age",0,"Less than High School",9,Hyundai,0,"New England",226853,1,Sony
6451,108973,High,48,"Old Age",1,"High School",1,BMW,2,"East North Central",435613,0,Acer
6452,59800,"Below Minimum",52,"Old Age",3,College,7,Ford,7,Mountain,199087,1,Sony
6453,60212,"Below Minimum",51,"Old Age",4,Postgraduate,14,"Mercedes Benz",0,"New England",500000,1,Sony
6454,50445,"Below Minimum",57,"Old Age",1,"High School",17,Ram,2,"East North Central",480612,0,Acer
6455,97040,Middle,54,"Old Age",0,"Less than High School",17,Ram,6,"West South Central",22793,0,Acer
6456,20000,"Below Minimum",72,"Old Age",2,"Less than College",5,Chrysler,1,Mid-Atlantic,195759,1,Sony
6457,133501,High,50,"Old Age",3,College,2,Buick,3,"West North Central",64663,1,Sony
6458,130549,High,28,"Young Adult",4,Postgraduate,2,Buick,5,"East South Central",153688,1,Sony
6459,87256,Middle,75,"Old Age",2,"Less than College",4,Chevrolet,7,Mountain,95402,1,Sony
6460,82883,Middle,72,"Old Age",3,College,5,Chrysler,8,Pacific,167462,1,Sony
6461,90628,Middle,62,"Old Age",1,"High School",13,Mazda,5,"East South Central",465278,1,Sony
6462,51081,"Below Minimum",31,"Middle Age",1,"High School",1,BMW,5,"East South Central",341740,1,Sony
6463,96445,Middle,35,"Middle Age",4,Postgraduate,18,Subaru,1,Mid-Atlantic,298851,1,Sony
6464,25238,"Below Minimum",69,"Old Age",1,"High School",8,Honda,3,"West North Central",331244,0,Acer
6465,49169,"Below Minimum",80,"Old Age",3,College,1,BMW,7,Mountain,472887,0,Acer
6466,22803,"Below Minimum",69,"Old Age",2,"Less than College",12,Lincoln,1,Mid-Atlantic,333166,0,Acer
6467,28581,"Below Minimum",62,"Old Age",0,"Less than High School",8,Honda,0,"New England",69908,1,Sony
6468,102237,High,29,"Young Adult",4,Postgraduate,15,Mitsubishi,1,Mid-Atlantic,284883,0,Acer
6469,36248,"Below Minimum",34,"Middle Age",4,Postgraduate,13,Mazda,2,"East North Central",434435,1,Sony
6470,112684,High,59,"Old Age",1,"High School",12,Lincoln,8,Pacific,345824,0,Acer
6471,113166,High,60,"Old Age",4,Postgraduate,3,Cadillac,6,"West South Central",318273,0,Acer
6472,32116,"Below Minimum",35,"Middle Age",0,"Less than High School",14,"Mercedes Benz",2,"East North Central",18570,1,Sony
6473,23412,"Below Minimum",59,"Old Age",2,"Less than College",19,Toyota,8,Pacific,168933,0,Acer
6474,40329,"Below Minimum",60,"Old Age",2,"Less than College",6,Dodge,4,"South Atlantic",24097,1,Sony
6475,84007,Middle,20,"Young Adult",3,College,8,Honda,5,"East South Central",252139,0,Acer
6476,135528,High,22,"Young Adult",0,"Less than High School",8,Honda,1,Mid-Atlantic,63994,1,Sony
6477,100014,High,41,"Middle Age",0,"Less than High School",12,Lincoln,1,Mid-Atlantic,77018,0,Acer
6478,96522,Middle,31,"Middle Age",0,"Less than High School",11,Kia,2,"East North Central",470926,1,Sony
6479,126006,High,75,"Old Age",3,College,5,Chrysler,1,Mid-Atlantic,443930,1,Sony
6480,33890,"Below Minimum",27,"Young Adult",0,"Less than High School",1,BMW,0,"New England",301949,1,Sony
6481,94384,Middle,72,"Old Age",0,"Less than High School",13,Mazda,6,"West South Central",83959,1,Sony
6482,24546,"Below Minimum",33,"Middle Age",4,Postgraduate,12,Lincoln,3,"West North Central",52776,1,Sony
6483,20000,"Below Minimum",47,"Old Age",1,"High School",1,BMW,4,"South Atlantic",308532,1,Sony
6484,108949,High,49,"Old Age",3,College,13,Mazda,7,Mountain,362124,0,Acer
6485,38954,"Below Minimum",22,"Young Adult",4,Postgraduate,6,Dodge,1,Mid-Atlantic,77613,1,Sony
6486,142103,High,45,"Middle Age",2,"Less than College",6,Dodge,7,Mountain,416416,1,Sony
6487,129376,High,59,"Old Age",1,"High School",15,Mitsubishi,2,"East North Central",52143,1,Sony
6488,103537,High,58,"Old Age",2,"Less than College",17,Ram,6,"West South Central",77540,0,Acer
6489,80559,Middle,36,"Middle Age",2,"Less than College",11,Kia,7,Mountain,273627,0,Acer
6490,44578,"Below Minimum",60,"Old Age",3,College,14,"Mercedes Benz",8,Pacific,324517,1,Sony
6491,101090,High,27,"Young Adult",3,College,18,Subaru,1,Mid-Atlantic,0,0,Acer
6492,84325,Middle,72,"Old Age",4,Postgraduate,14,"Mercedes Benz",4,"South Atlantic",76657,1,Sony
6493,104609,High,68,"Old Age",4,Postgraduate,8,Honda,6,"West South Central",228715,1,Sony
6494,21912,"Below Minimum",70,"Old Age",3,College,19,Toyota,4,"South Atlantic",418828,1,Sony
6495,129777,High,59,"Old Age",1,"High School",4,Chevrolet,4,"South Atlantic",180501,1,Sony
6496,58188,"Below Minimum",74,"Old Age",2,"Less than College",16,Nissan,7,Mountain,286673,0,Acer
6497,97945,Middle,26,"Young Adult",4,Postgraduate,18,Subaru,3,"West North Central",36588,0,Acer
6498,45992,"Below Minimum",22,"Young Adult",4,Postgraduate,9,Hyundai,2,"East North Central",50841,1,Sony
6499,111235,High,66,"Old Age",2,"Less than College",20,Others,4,"South Atlantic",317946,1,Sony
6500,55178,"Below Minimum",63,"Old Age",3,College,11,Kia,6,"West South Central",361542,0,Acer
6501,63077,"Below Minimum",51,"Old Age",4,Postgraduate,9,Hyundai,3,"West North Central",331870,1,Sony
6502,61245,"Below Minimum",55,"Old Age",4,Postgraduate,16,Nissan,0,"New England",372045,1,Sony
6503,119228,High,61,"Old Age",4,Postgraduate,20,Others,0,"New England",226231,0,Acer
6504,36878,"Below Minimum",41,"Middle Age",2,"Less than College",14,"Mercedes Benz",8,Pacific,500000,1,Sony
6505,37176,"Below Minimum",46,"Old Age",3,College,2,Buick,3,"West North Central",298799,1,Sony
6506,69248,Minimum,60,"Old Age",1,"High School",3,Cadillac,5,"East South Central",434839,1,Sony
6507,37634,"Below Minimum",20,"Young Adult",1,"High School",11,Kia,4,"South Atlantic",472123,1,Sony
6508,115940,High,77,"Old Age",3,College,16,Nissan,7,Mountain,283133,1,Sony
6509,148232,High,37,"Middle Age",3,College,10,Jeep,5,"East South Central",321601,1,Sony
6510,114292,High,52,"Old Age",3,College,1,BMW,2,"East North Central",399568,0,Acer
6511,59290,"Below Minimum",76,"Old Age",1,"High School",14,"Mercedes Benz",7,Mountain,327960,0,Acer
6512,124609,High,57,"Old Age",3,College,12,Lincoln,5,"East South Central",274383,1,Sony
6513,82603,Middle,24,"Young Adult",1,"High School",10,Jeep,1,Mid-Atlantic,28151,0,Acer
6514,132649,High,34,"Middle Age",2,"Less than College",19,Toyota,0,"New England",270560,1,Sony
6515,67202,Minimum,31,"Middle Age",4,Postgraduate,11,Kia,2,"East North Central",435978,0,Acer
6516,111018,High,59,"Old Age",0,"Less than High School",5,Chrysler,8,Pacific,69121,0,Acer
6517,99921,Middle,44,"Middle Age",2,"Less than College",7,Ford,1,Mid-Atlantic,252489,0,Acer
6518,138975,High,41,"Middle Age",3,College,12,Lincoln,0,"New England",0,1,Sony
6519,86681,Middle,52,"Old Age",1,"High School",16,Nissan,6,"West South Central",85382,0,Acer
6520,68004,Minimum,57,"Old Age",0,"Less than High School",16,Nissan,1,Mid-Atlantic,372199,1,Sony
6521,20000,"Below Minimum",59,"Old Age",3,College,16,Nissan,2,"East North Central",455874,1,Sony
6522,103212,High,58,"Old Age",2,"Less than College",15,Mitsubishi,7,Mountain,423933,0,Acer
6523,92036,Middle,66,"Old Age",3,College,15,Mitsubishi,2,"East North Central",405835,1,Sony
6524,126616,High,25,"Young Adult",2,"Less than College",7,Ford,3,"West North Central",55744,1,Sony
6525,92867,Middle,35,"Middle Age",2,"Less than College",9,Hyundai,1,Mid-Atlantic,296175,0,Acer
6526,53008,"Below Minimum",73,"Old Age",2,"Less than College",9,Hyundai,6,"West South Central",242654,0,Acer
6527,103997,High,51,"Old Age",1,"High School",13,Mazda,7,Mountain,420447,0,Acer
6528,56839,"Below Minimum",67,"Old Age",4,Postgraduate,6,Dodge,6,"West South Central",398528,0,Acer
6529,136027,High,20,"Young Adult",4,Postgraduate,17,Ram,5,"East South Central",500000,1,Sony
6530,53570,"Below Minimum",24,"Young Adult",3,College,1,BMW,3,"West North Central",25463,0,Acer
6531,113873,High,45,"Middle Age",1,"High School",16,Nissan,3,"West North Central",453705,0,Acer
6532,130579,High,59,"Old Age",4,Postgraduate,11,Kia,6,"West South Central",0,1,Sony
6533,32143,"Below Minimum",46,"Old Age",4,Postgraduate,15,Mitsubishi,5,"East South Central",393579,1,Sony
6534,38901,"Below Minimum",63,"Old Age",2,"Less than College",18,Subaru,3,"West North Central",171125,0,Acer
6535,94694,Middle,52,"Old Age",3,College,15,Mitsubishi,7,Mountain,262282,0,Acer
6536,126266,High,38,"Middle Age",2,"Less than College",5,Chrysler,7,Mountain,444433,1,Sony
6537,88330,Middle,39,"Middle Age",1,"High School",16,Nissan,6,"West South Central",47632,0,Acer
6538,114925,High,31,"Middle Age",1,"High School",6,Dodge,6,"West South Central",329995,1,Sony
6539,140341,High,71,"Old Age",0,"Less than High School",17,Ram,4,"South Atlantic",116064,1,Sony
6540,68484,Minimum,65,"Old Age",2,"Less than College",19,Toyota,4,"South Atlantic",409808,0,Acer
6541,69974,Minimum,56,"Old Age",2,"Less than College",11,Kia,6,"West South Central",357028,1,Sony
6542,60584,"Below Minimum",69,"Old Age",4,Postgraduate,15,Mitsubishi,1,Mid-Atlantic,391383,0,Acer
6543,49042,"Below Minimum",57,"Old Age",4,Postgraduate,2,Buick,6,"West South Central",455849,1,Sony
6544,122527,High,71,"Old Age",0,"Less than High School",4,Chevrolet,8,Pacific,444703,1,Sony
6545,74359,Minimum,25,"Young Adult",0,"Less than High School",2,Buick,7,Mountain,8278,0,Acer
6546,24006,"Below Minimum",50,"Old Age",4,Postgraduate,14,"Mercedes Benz",6,"West South Central",330061,1,Sony
6547,21903,"Below Minimum",64,"Old Age",2,"Less than College",1,BMW,3,"West North Central",300292,1,Sony
6548,24816,"Below Minimum",78,"Old Age",4,Postgraduate,13,Mazda,2,"East North Central",387096,1,Sony
6549,74815,Minimum,55,"Old Age",1,"High School",3,Cadillac,8,Pacific,258754,0,Acer
6550,85273,Middle,45,"Middle Age",1,"High School",14,"Mercedes Benz",1,Mid-Atlantic,300593,0,Acer
6551,116889,High,50,"Old Age",2,"Less than College",2,Buick,5,"East South Central",101740,0,Acer
6552,37334,"Below Minimum",35,"Middle Age",4,Postgraduate,17,Ram,2,"East North Central",27680,1,Sony
6553,51131,"Below Minimum",77,"Old Age",1,"High School",18,Subaru,1,Mid-Atlantic,273687,0,Acer
6554,123662,High,30,"Middle Age",3,College,18,Subaru,3,"West North Central",31196,1,Sony
6555,116235,High,54,"Old Age",1,"High School",18,Subaru,5,"East South Central",180849,0,Acer
6556,137383,High,30,"Middle Age",2,"Less than College",15,Mitsubishi,0,"New England",173661,1,Sony
6557,79296,Minimum,40,"Middle Age",3,College,6,Dodge,8,Pacific,236467,0,Acer
